date,open,high,low,close,volume,ret_1,ret_5,ret_10,vol_5,vol_20,ma_ratio_5,ma_ratio_10,ma_ratio_20,ma_ratio_60,rsi_14,atr_norm_14,vol_z_20,label_ret_fwd_1d,pred,position,gross_ret,cost,strategy_ret,bench_ret,strategy_nav,bench_nav,split
2021-02-22,10.75,10.789999961853027,10.600000381469728,10.699999809265137,220500.0,-0.009259294417005237,0.02294452870391006,0.017110203770820842,0.01857604523227668,0.011297005610862837,-0.004095314032778075,0.009719711456328328,0.016868588452041422,0.03432107141209828,57.217049278629446,0.021628843675218428,0.7462682447661177,-0.023364486397796425,0.0028214107438252916,1.0,-0.023364486397796425,0.0005,-0.023864486397796425,-0.023364486397796425,0.9761355136022036,0.9766355136022036,train
2021-02-23,10.5600004196167,10.5600004196167,10.050000190734863,10.449999809265137,162600.0,-0.023364486397796425,-0.0028625700650355412,0.0,0.02253642260779504,0.012516019712761386,-0.026820647146805876,-0.013871871007580028,-0.006842830698768787,0.009007015985680544,47.74832074497211,0.02556391519518453,0.30943252824061923,-0.0009569597190776102,0.0004148538901067517,1.0,-0.0009569597190776102,0.0,-0.0009569597190776102,-0.0009569597190776102,0.9752013912353252,0.9757009127554656,train
2021-02-24,10.449999809265137,10.65999984741211,10.329999923706056,10.4399995803833,104000.0,-0.0009569597190776102,-0.02973983658844115,0.00481224594883467,0.016918563546271068,0.01251602349423104,-0.021922448067902667,-0.01528017079639632,-0.007746089632813313,0.006913648608624756,47.410338505424384,0.02668309201531185,-0.22549049337404342,-0.011494242373779384,0.0004831259395565995,1.0,-0.011494242373779384,0.0,-0.011494242373779384,-0.011494242373779384,0.9639921900812195,0.9644859699799364,train
2021-02-25,10.510000228881836,10.579999923706056,10.199999809265137,10.31999969482422,130800.0,-0.011494242373779384,-0.0601092782265894,-0.010546558689645713,0.008332738930011028,0.012358431351816301,-0.021058634597444725,-0.025587781831766465,-0.019244508680316685,-0.005459403622960046,43.437036807779975,0.027547069584748205,0.16230148020784443,-0.006782916365717262,-0.00044062536489552465,1.0,-0.006782916365717262,0.0,-0.006782916365717262,-0.006782916365717262,0.957453511678694,0.9579439423096549,train
2021-02-26,10.40999984741211,10.517000198364258,10.220000267028809,10.25,150000.0,-0.006782916365717262,-0.05092594268717687,-0.025665441636403497,0.008258733988928256,0.012279112871854129,-0.017446298179409014,-0.02972357518423474,-0.02524844471980414,-0.012681030323212883,41.26455736454173,0.029247390268571687,0.4387068660528024,0.3609755911478183,-0.001074788114954416,1.0,0.3609755911478183,0.0,0.3609755911478183,0.3609755911478183,1.303070859053465,1.303738323171354,train
2021-03-01,13.449999809265137,15.149999618530272,12.710000038146973,13.949999809265137,40481700.0,0.3609755911478183,0.30373832317135396,0.33365198454974676,0.16639977229793632,0.08177517548473591,0.25879805881404794,0.27829194890965714,0.3044697776136993,0.3351858774495058,84.73209847224103,0.04616999652663311,3.824162188674491,-0.05806447863923325,-0.003799723535747924,1.0,-0.05806447863923325,0.0,-0.05806447863923325,-0.05806447863923325,1.2274087289925477,1.2280374371544212,train
2021-03-02,14.5,15.149999618530272,13.010000228881836,13.140000343322754,10932300.0,-0.05806447863923325,0.25741632374697465,0.25381688141932957,0.17158042941109886,0.08341316022952991,0.13080899076881014,0.17541823596951756,0.21290444811888043,0.2514901837673238,72.14467549616764,0.059942374350171974,2.3296306552868735,-0.04185693884051933,-0.0032446200148857976,1.0,-0.04185693884051933,0.0,-0.04185693884051933,-0.04185693884051933,1.1760331568907871,1.1766355492535805,train
2021-03-03,13.800000190734863,14.100000381469728,12.5,12.59000015258789,5236700.0,-0.04185693884051933,0.20593876040420822,0.1700743387341197,0.17593809577512484,0.08436786057118577,0.04481329067119422,0.1080795873036049,0.1510331083758787,0.19429131953201928,65.0754940536344,0.07107114646216807,1.6545392891645971,-0.10007944508426714,-0.0029519624356036294,1.0,-0.10007944508426714,0.0,-0.10007944508426714,-0.10007944508426714,1.0583364111484583,1.0588785164178602,train
2021-03-04,12.5,12.630000114440918,11.0600004196167,11.329999923706056,6856200.0,-0.10007944508426714,0.09786824212682688,0.031876174504688715,0.18757248246014244,0.08800759013112584,-0.07525302959724944,-0.005878740724142628,0.0324873476940688,0.07261363206981919,52.406492120261106,0.08376623245445465,1.578765465813907,0.10326567380163176,-0.002588812639164673,1.0,0.10326567380163176,0.0,0.10326567380163176,0.10326567380163176,1.1676262337545047,1.1682243198898228,train
2021-03-05,12.199999809265137,12.550000190734863,11.300000190734863,12.5,3702600.0,0.10326567380163176,0.2195121951219512,0.15740738696685752,0.1885085946825627,0.09050500138714483,-0.015903010946967888,0.08066050789444379,0.12887203087210763,0.1790988217536813,60.16218179217582,0.08221142360142297,1.1353035853191713,-0.040000000000000036,-0.0043471190632551225,1.0,-0.040000000000000036,0.0,-0.040000000000000036,-0.040000000000000036,1.1209211844043245,1.12149534709423,train
2021-03-08,13.029999732971191,13.199999809265137,11.90999984741211,12.0,2489200.0,-0.040000000000000036,-0.13978493447505358,0.12149534709423015,0.07691534202232936,0.0912289344807525,-0.025341137247939183,0.025904083991044047,0.07652283328127285,0.12872302076451803,55.964997903036306,0.09248213540940055,0.8444606834774265,0.024166663487752205,-0.0015480716612066405,1.0,0.024166663487752205,0.0,0.024166663487752205,0.024166663487752205,1.1480101094641164,1.148598147750536,train
2021-03-09,12.5,12.699999809265137,12.0600004196167,12.289999961853027,1773500.0,0.024166663487752205,-0.06468800298788913,0.1760765728394098,0.07749449568740713,0.0911936067532463,0.012189091923129336,0.03442471316364504,0.09351365570362224,0.1524053718691567,57.80374072972888,0.0925084154303773,0.5979040419178027,0.009764026520061142,-0.002351216487118533,1.0,0.009764026520061142,0.0,0.009764026520061142,0.009764026520061142,1.1592193106182223,1.1598130905260653,train
2021-03-10,12.550000190734863,12.960000038146973,11.800000190734863,12.40999984741211,2066300.0,0.009764026520061142,-0.014297085225911,0.1886973511694796,0.0757584914721893,0.09110506184525173,0.025111506869236022,0.027487984339211735,0.09435625124854385,0.15974261727387518,58.5745689060641,0.09621847764375274,0.6022863031713414,0.0,-0.0024127939061055126,1.0,0.0,0.0,0.0,0.0,1.1592193106182223,1.1598130905260653,train
2021-03-11,12.8100004196167,12.8100004196167,12.119999885559082,12.40999984741211,1985600.0,0.0,0.09532214748266155,0.20251940061937068,0.052568375940683476,0.09112789430274683,0.007141691005278394,0.010010568810186582,0.08488503484817178,0.15603345273193425,58.5745689060641,0.09875100060603932,0.5108666332210148,-0.015310200057973566,-0.0021400814903766996,1.0,-0.015310200057973566,0.0,-0.015310200057973566,-0.015310200057973566,1.141471431061591,1.1420561200802546,train
2021-03-12,12.300000190734863,12.449999809265137,12.039999961853027,12.220000267028809,1250000.0,-0.015310200057973566,-0.022399978637695273,0.19219514800281057,0.02460868430977616,0.09133282021341238,-0.0037501808062632147,-0.02114704805409351,0.06039572560421291,0.13495116391486262,56.6734704311883,0.10151390164242136,0.22123765978022975,0.007364987775877907,-0.001369571523296077,1.0,0.007364987775877907,0.0,0.007364987775877907,0.007364987775877907,1.1498783541978734,1.1504673494440123,train
2021-03-15,12.4399995803833,12.579999923706056,12.079999923706056,12.3100004196167,1102500.0,0.007364987775877907,0.0258333683013916,-0.11756268186894192,0.014430524057028804,0.09125450323402648,-0.001460062374075033,-0.0008116604395553839,0.05969960609387903,0.1398359602116528,57.379126603944,0.09990134888633653,0.11462179860016353,-0.03574334029724735,0.0018427101476957241,1.0,-0.03574334029724735,0.0,-0.03574334029724735,-0.03574334029724735,1.10877786088334,1.1093458034719628,train
2021-03-16,12.350000381469728,12.399999618530272,11.550000190734863,11.869999885559082,1552700.0,-0.03574334029724735,-0.034174131619006065,-0.09665147827861642,0.0189168784857194,0.09185038314930133,-0.030545586917295697,-0.026490621188392183,0.01574532949100904,0.09667424038913763,52.847459519738614,0.10673365464586711,0.2421709988613229,0.010109510254088017,0.0011851574437159943,1.0,0.010109510254088017,0.0,0.010109510254088017,0.010109510254088017,1.119987062037446,1.120560746247492,train
