,split,total_return,annual_return,annual_vol,sharpe,max_drawdown,win_rate,ic_pearson,ic_spearman,threshold
0,train,-0.26627127382960525,0.15607350885892357,0.7273250809041851,0.21458562746784207,-0.771498779378938,0.45555555555555555,0.09022980435432104,0.07096542098915258,-0.005
1,valid,3.2362366463672503,4.342588849594102,0.6961167164811718,6.238305655904412,-0.3639639909773813,0.4801587301587302,-0.03839451735478762,-0.045278717720395,-0.005
2,test,1.8523380062860055,2.809848851000734,0.8928835043371303,3.1469378002304387,-0.46503265898171386,0.5035971223021583,0.022210109836789144,0.02131966554200455,-0.005
