date,open,high,low,close,volume,y_next_ret,pred_next_ret,pred_next_close,true_next_close,abs_error,fold_id
2023-08-23,5.829999923706055,6.010000228881836,5.829999923706055,5.929999828338623,2294800.0,-0.04721749427936117,0.0032620285529390315,5.949343657097587,5.650000095367432,0.2993435617301552,0
2023-08-24,6.03000020980835,6.078999996185303,5.599999904632568,5.650000095367432,2961200.0,0.02477873701283384,0.0058337323516965515,5.682960683710865,5.789999961853027,0.10703927814216208,0
2023-08-25,5.699999809265137,5.875,5.630000114440918,5.789999961853027,2697200.0,0.02417959713436524,0.002873262278945654,5.806636150338516,5.929999828338624,0.12336367800010795,0
2023-08-28,5.880000114440918,6.03000020980835,5.830999851226807,5.929999828338623,2290700.0,0.04047221836472836,0.0012980476477266983,5.937697250666818,6.170000076293945,0.23230282562712734,0
2023-08-29,5.869999885559082,6.269999980926514,5.840000152587891,6.170000076293945,2886700.0,0.03403566216373699,-0.007474858359096377,6.123880199648035,6.380000114440917,0.2561199147928823,0
2023-08-30,6.159999847412109,6.449999809265137,6.119999885559082,6.380000114440918,2888600.0,-0.01097181354322141,-0.010941526378432011,6.310193174894363,6.309999942779541,0.00019323211482191738,0
2023-08-31,6.369999885559082,6.489999771118164,6.21999979019165,6.309999942779541,3242200.0,0.004754391454896645,0.0031343539520847885,6.329777716037847,6.340000152587891,0.010222436550043845,0
2023-09-01,6.380000114440918,6.480000019073486,6.269999980926514,6.340000152587891,2326400.0,0.029968462562718345,0.0021385809540331174,6.353558756162782,6.53000020980835,0.17644145364556785,0
2023-09-05,6.309999942779541,6.59499979019165,6.289999961853027,6.53000020980835,2943800.0,-0.018376777724447013,-0.011984750062303193,6.451739789387009,6.409999847412109,0.04173994197489961,0
2023-09-06,6.510000228881836,6.579999923706055,6.300000190734863,6.409999847412109,2040200.0,-0.014040511371785414,-0.009246770832393255,6.350728047787414,6.320000171661377,0.030727876126037224,0
2023-09-07,6.289999961853027,6.360000133514404,6.059999942779541,6.320000171661377,2504600.0,-0.01898739859760079,-0.0085265835322771,6.266112162273701,6.199999809265137,0.0661123530085641,0
2023-09-08,6.300000190734863,6.335000038146973,6.139999866485596,6.199999809265137,2349800.0,-0.02580642779585396,-0.01140059426447574,6.129316126999878,6.039999961853027,0.08931616514685103,0
2023-09-11,6.260000228881836,6.349999904632568,6.03000020980835,6.039999961853027,3520000.0,-0.12168876459544076,-0.0038717759838130476,6.016614435058493,5.304999828338623,0.7116146067198699,0
2023-09-12,5.809999942779541,5.829999923706055,5.271999835968018,5.304999828338623,12847400.0,0.011310074405474824,0.00702219705672632,5.342252582519117,5.364999771118164,0.02274718859904734,0
2023-09-13,5.465000152587891,5.480000019073486,5.230000019073486,5.364999771118164,5675200.0,-0.019571210944235418,-0.002678198167881505,5.350631238560471,5.260000228881836,0.09063100967863491,0
2023-09-14,5.360000133514404,5.429999828338623,5.210000038146973,5.260000228881836,4963600.0,-0.026616033694073615,0.003141981007404651,5.2765270496999275,5.119999885559082,0.15652716414084544,0
2023-09-15,5.25,5.284999847412109,5.059999942779541,5.119999885559082,13269000.0,-0.015624985448084439,-0.010267406461179518,5.067430765652854,5.039999961853027,0.027430803799826542,0
2023-09-18,5.099999904632568,5.21999979019165,5.019999980926514,5.039999961853027,3402700.0,-0.07539684867402374,-0.013064152840732172,4.974156632034095,4.659999847412109,0.3141567846219857,0
2023-09-19,4.260000228881836,4.756999969482422,4.170000076293945,4.659999847412109,17132800.0,-0.05150209849286713,0.005208212838286376,4.684270118443814,4.420000076293945,0.26427004214986827,0
2023-09-20,4.619999885559082,4.639999866485596,4.389999866485596,4.420000076293945,6338900.0,0.013574647453366007,0.0009766961209617786,4.424317073223112,4.480000019073486,0.05568294585037403,0
2023-09-21,4.340000152587891,4.570000171661377,4.25,4.480000019073486,5162800.0,0.0,0.0009251594720086236,4.4841447335257305,4.480000019073486,0.00414471445224418,0
2023-09-22,4.539999961853027,4.670000076293945,4.454999923706055,4.480000019073486,3693500.0,-0.029017882564162045,-0.008555116092041879,4.441673098817963,4.349999904632568,0.09167319418539499,1
2023-09-25,4.46999979019165,4.5,4.309999942779541,4.349999904632568,4554200.0,-0.025287387569194797,-0.004797372564496889,4.32913133443452,4.239999771118164,0.0891315633163563,1
2023-09-26,4.340000152587891,4.434999942779541,4.21999979019165,4.239999771118164,3480300.0,0.014151043126324536,-0.010131504931926431,4.197042192525713,4.300000190734863,0.10295799820914997,1
2023-09-27,4.199999809265137,4.329999923706055,4.190000057220459,4.300000190734863,4091300.0,0.009302316297383983,0.006561722998929273,4.3282156008818085,4.340000152587891,0.01178455170608217,1
2023-09-28,4.309999942779541,4.420000076293945,4.239999771118164,4.340000152587891,3361700.0,0.009216580748085068,-0.019663854419790915,4.254659021405532,4.380000114440919,0.1253410930353871,1
2023-09-29,4.400000095367432,4.570000171661377,4.320000171661377,4.380000114440918,3058300.0,0.00228304835237525,0.004943631138594279,4.401653219393714,4.389999866485596,0.011653352908118642,1
2023-10-02,4.400000095367432,4.420000076293945,4.289999961853027,4.389999866485596,2907000.0,-0.05011384894819382,-0.009347449822394686,4.348964563013302,4.170000076293945,0.17896448671935694,1
2023-10-03,4.349999904632568,4.369999885559082,4.130000114440918,4.170000076293945,3802100.0,0.033573108854717315,-0.010114356760417907,4.127823207831338,4.309999942779541,0.18217673494820286,1
2023-10-04,4.230000019073486,4.340000152587891,4.139999866485596,4.309999942779541,2565500.0,0.03248256806131389,0.004002117496383043,4.327249068959949,4.449999809265137,0.12275074030518773,1
2023-10-05,4.320000171661377,4.474999904632568,4.260000228881836,4.449999809265137,2639300.0,0.011235998399541591,0.0009046170675454102,4.454025355043171,4.5,0.04597464495682857,1
2023-10-06,4.389999866485596,4.53000020980835,4.35099983215332,4.5,3451100.0,0.026666641235351562,0.0036519596981546697,4.516433818641696,4.619999885559082,0.10356606691738612,1
2023-10-09,4.409999847412109,4.650000095367432,4.409999847412109,4.619999885559082,3348800.0,0.051948106904829316,-0.0031795178710197834,4.6053105133588375,4.860000133514404,0.25468962015556684,1
2023-10-10,4.659999847412109,5.019999980926514,4.6519999504089355,4.860000133514404,4345300.0,-0.006172882507033073,0.006899360062633405,4.893531024339967,4.829999923706055,0.0635311006339121,1
2023-10-11,4.949999809265137,5.070000171661377,4.760000228881836,4.829999923706055,3620000.0,-0.08488609811354131,0.006581907979916223,4.861790538746891,4.420000076293945,0.4417904624529454,1
2023-10-12,4.869999885559082,4.880000114440918,4.355000019073486,4.420000076293945,4566700.0,-0.02941179008981365,0.007283432272880011,4.452192847495757,4.289999961853027,0.16219288564272993,1
2023-10-13,4.460000038146973,4.480000019073486,4.230000019073486,4.289999961853027,3795700.0,0.03962705776354247,0.0007325752893977327,4.293142709816598,4.460000038146973,0.1668573283303747,1
2023-10-16,4.28000020980835,4.5,4.239999771118164,4.460000038146973,3162800.0,0.00448430061781413,0.00019368734063277947,4.460863883693583,4.480000019073486,0.01913613537990333,1
2023-10-17,4.360000133514404,4.53000020980835,4.320000171661377,4.480000019073486,2835600.0,-0.05133928975318458,0.004567426398537431,4.50046208942605,4.25,0.2504620894260503,1
2023-10-18,4.380000114440918,4.429999828338623,4.199999809265137,4.25,2860800.0,-0.009411755730124094,-0.0034104241971094637,4.235505697162285,4.210000038146973,0.025505659015312432,1
2023-10-19,4.289999961853027,4.34499979019165,4.190000057220459,4.210000038146973,2846700.0,-0.02850353550398066,-0.00616347222160839,4.184051819858883,4.090000152587891,0.09405166727099257,1
2023-10-20,4.199999809265137,4.215000152587891,4.059999942779541,4.090000152587891,3146800.0,0.00488997070424535,0.0011469410408582847,4.09469114162001,4.110000133514404,0.015308991894394275,1
2023-10-23,4.079999923706055,4.230000019073486,4.0,4.110000133514404,3143900.0,0.007299204865363063,-0.01006635718203067,4.068627404152255,4.139999866485596,0.07137246233334071,2
2023-10-24,4.190000057220459,4.28000020980835,4.105000019073486,4.139999866485596,1977100.0,-0.012077225968644578,0.001135591080480525,4.144701213407167,4.090000152587891,0.05470106081927639,2
2023-10-25,4.090000152587891,4.190000057220459,4.059999942779541,4.090000152587891,2225900.0,0.046454779983379435,0.007694612010717011,4.121471116885828,4.28000020980835,0.15852909292252182,2
2023-10-26,4.210000038146973,4.3480000495910645,4.190000057220459,4.28000020980835,3093800.0,-0.028037466475174244,-0.005118631730356121,4.2580924649284935,4.159999847412109,0.0980926175163841,2
2023-10-27,4.309999942779541,4.366000175476074,4.139999866485596,4.159999847412109,2275700.0,0.009615375798129211,-0.002906523079374572,4.147908711845411,4.199999809265137,0.05209109741972551,2
2023-10-30,4.199999809265137,4.28000020980835,4.110000133514404,4.199999809265137,2317800.0,0.007142907421607392,-0.011034496666863508,4.153654925368973,4.230000019073486,0.07634509370451337,2
2023-10-31,4.190000057220459,4.25,4.114999771118164,4.230000019073486,1947900.0,0.0023640075649142833,0.006218639884728854,4.2563048659045,4.239999771118163,0.016305094786337015,2
2023-11-01,4.210000038146973,4.260000228881836,4.119999885559082,4.239999771118164,1998600.0,0.0825472642366265,0.0013420821050353022,4.245690198936336,4.590000152587891,0.34430995365155503,2
2023-11-02,4.329999923706055,4.639999866485596,4.329999923706055,4.590000152587891,3825000.0,0.004357294174649917,-0.011958891448234234,4.535108839015713,4.610000133514404,0.07489129449869125,2
2023-11-03,4.710000038146973,4.809999942779541,4.590000152587891,4.610000133514404,3381000.0,-0.05639918033660152,0.0033891639336135655,4.625624179700865,4.349999904632568,0.2756242750682967,2
2023-11-06,4.630000114440918,4.650000095367432,4.329999923706055,4.349999904632568,2412300.0,0.034482781300221976,-0.004670334982549042,4.329683947903877,4.5,0.17031605209612266,2
2023-11-07,4.329999923706055,4.510000228881836,4.269999980926514,4.5,2078600.0,-0.031111081441243527,0.00362974037203757,4.516333831674169,4.360000133514404,0.15633369815976472,2
2023-11-08,4.519999980926514,4.519999980926514,4.349999904632568,4.360000133514404,2413500.0,-0.018348605792718242,-0.00275901442394126,4.347970830257652,4.28000020980835,0.06797062044930247,2
