date,close
2020-10-12,285.30303955078125
2020-10-13,285.2933349609375
2020-10-14,282.910400390625
2020-10-15,281.0118408203125
2020-10-16,279.4716796875
2020-10-19,274.9092102050781
2020-10-20,275.5000915527344
2020-10-21,275.2869567871094
2020-10-22,275.2773132324219
2020-10-23,275.8197326660156
2020-10-26,271.6835021972656
2020-10-27,273.80487060546875
2020-10-28,263.1302185058594
2020-10-29,267.7313232421875
2020-10-30,260.9409484863281
2020-11-02,261.5221862792969
2020-11-03,266.04583740234375
2020-11-04,277.9217224121094
2020-11-05,285.16741943359375
2020-11-06,285.38055419921875
2020-11-09,279.5491027832031
2020-11-10,274.5411682128906
2020-11-11,280.6824951171875
2020-11-12,279.3650817871094
2020-11-13,281.8158874511719
2020-11-16,284.0146789550781
2020-11-17,283.1138610839844
2020-11-18,281.0215148925781
2020-11-19,283.2204284667969
2020-11-20,281.2830505371094
2020-11-23,281.29278564453125
2020-11-24,285.24493408203125
2020-11-25,286.9982604980469
2020-11-27,289.6427001953125
2020-11-30,290.2336120605469
2020-12-01,293.9532775878906
2020-12-02,294.3311462402344
2020-12-03,294.74761962890625
2020-12-04,295.94879150390625
2020-12-07,297.6246032714844
2020-12-08,298.63201904296875
2020-12-09,291.8706359863281
2020-12-10,293.0426940917969
2020-12-11,292.3937072753906
2020-12-14,294.51513671875
2020-12-15,297.663330078125
2020-12-16,299.3003845214844
2020-12-17,301.257080078125
2020-12-18,300.3465576171875
2020-12-21,299.7847595214844
2020-12-22,300.5997619628906
2020-12-23,299.0859680175781
2020-12-24,300.4057312011719
2020-12-28,303.43353271484375
2020-12-29,303.70513916015625
2020-12-30,303.7149353027344
2020-12-31,304.4620666503906
2021-01-04,300.1630859375
2021-01-05,302.6376953125
2021-01-06,298.44549560546875
2021-01-07,305.66546630859375
2021-01-08,309.595703125
2021-01-11,305.1220703125
2021-01-12,304.6368103027344
2021-01-13,306.694091796875
2021-01-14,305.0541687011719
2021-01-15,302.6376953125
2021-01-19,307.0531311035156
2021-01-20,314.1955261230469
2021-01-21,316.7088928222656
2021-01-22,315.79669189453125
2021-01-25,318.4071960449219
2021-01-26,318.87298583984375
2021-01-27,309.9838562011719
2021-01-28,311.8179931640625
2021-01-29,305.2578430175781
2021-02-01,312.8854675292969
2021-02-02,317.9898681640625
2021-02-03,316.728271484375
2021-02-04,320.4742126464844
2021-02-05,321.56103515625
2021-02-08,323.71539306640625
2021-02-09,323.64752197265625
2021-02-10,322.90997314453125
2021-02-11,324.6858215332031
2021-02-12,326.5005187988281
2021-02-16,325.6174621582031
2021-02-17,324.0550842285156
2021-02-18,322.6382141113281
2021-02-19,321.2311096191406
2021-02-22,312.9049072265625
2021-02-23,311.9731750488281
2021-02-24,314.5448303222656
2021-02-25,303.5790100097656
2021-02-26,304.85028076171875
2021-03-01,314.0207824707031
2021-03-02,308.9842834472656
2021-03-03,300.0174865722656
2021-03-04,295.107177734375
2021-03-05,299.5517578125
2021-03-08,291.0702209472656
2021-03-09,302.55035400390625
2021-03-10,301.6866455078125
2021-03-11,308.63494873046875
2021-03-12,306.13128662109375
2021-03-15,309.4015808105469
