date,close
2020-10-12,153.5466766357422
2020-10-13,152.52487182617188
2020-10-14,151.01553344726562
2020-10-15,152.57176208496094
2020-10-16,152.19680786132812
2020-10-19,150.37806701660156
2020-10-20,150.70619201660156
2020-10-21,149.4125213623047
2020-10-22,151.9905242919922
2020-10-23,152.87173461914062
2020-10-26,149.57188415527344
2020-10-27,148.2875518798828
2020-10-28,143.72213745117188
2020-10-29,145.4376678466797
2020-10-30,143.51593017578125
2020-11-02,146.0751495361328
2020-11-03,150.21873474121094
2020-11-04,150.387451171875
2020-11-05,154.59669494628906
2020-11-06,153.38735961914062
2020-11-09,158.94651794433594
2020-11-10,161.8994598388672
2020-11-11,161.83389282226562
2020-11-12,159.3495635986328
2020-11-13,162.64944458007812
2020-11-16,166.5211944580078
2020-11-17,167.2992706298828
2020-11-18,164.9556121826172
2020-11-19,166.22120666503906
2020-11-20,166.39930725097656
2020-11-23,169.5116729736328
2020-11-24,172.6990509033203
2020-11-25,172.1083984375
2020-11-27,172.83966064453125
2020-11-30,169.6991729736328
2020-12-01,171.2741241455078
2020-12-02,171.4522247314453
2020-12-03,172.41781616210938
2020-12-04,176.43016052246094
2020-12-07,176.59889221191406
2020-12-08,178.8675537109375
2020-12-09,177.56446838378906
2020-12-10,179.28001403808594
2020-12-11,178.39878845214844
2020-12-14,178.60755920410156
2020-12-15,183.0743865966797
2020-12-16,182.41612243652344
2020-12-17,184.58839416503906
2020-12-18,183.69503784179688
2020-12-21,183.60101318359375
2020-12-22,185.68865966796875
2020-12-23,187.26849365234375
2020-12-24,187.146240234375
2020-12-28,186.45037841796875
2020-12-29,182.83929443359375
2020-12-30,184.70126342773438
2020-12-31,184.3721160888672
2021-01-04,181.96473693847656
2021-01-05,184.77651977539062
2021-01-06,192.33717346191406
2021-01-07,195.76019287109375
2021-01-08,195.33702087402344
2021-01-11,195.1678009033203
2021-01-12,198.66600036621094
2021-01-13,197.2460174560547
2021-01-14,201.1862335205078
2021-01-15,198.18638610839844
2021-01-19,200.72543334960938
2021-01-20,201.6094512939453
2021-01-21,199.86029052734375
2021-01-22,202.1830291748047
2021-01-25,201.98553466796875
2021-01-26,200.5843963623047
2021-01-27,196.90750122070312
2021-01-28,196.27745056152344
2021-01-29,193.3057861328125
2021-02-01,198.05474853515625
2021-02-02,200.8759307861328
2021-02-03,201.477783203125
2021-02-04,205.5872344970703
2021-02-05,208.43658447265625
2021-02-08,213.75918579101562
2021-02-09,214.7654266357422
2021-02-10,213.3548126220703
2021-02-11,213.11033630371094
2021-02-12,213.71218872070312
2021-02-16,212.36741638183594
2021-02-17,210.7029571533203
2021-02-18,207.4397735595703
2021-02-19,211.7655792236328
2021-02-22,210.39260864257812
2021-02-23,208.5400390625
2021-02-24,213.46766662597656
2021-02-25,205.57785034179688
2021-02-26,205.2957000732422
2021-03-01,212.59312438964844
2021-03-02,208.50245666503906
2021-03-03,206.24551391601562
2021-03-04,200.48089599609375
2021-03-05,204.7314910888672
2021-03-08,205.70008850097656
2021-03-09,210.02590942382812
2021-03-10,213.67459106445312
2021-03-11,218.37649536132812
2021-03-12,219.6648406982422
2021-03-15,220.4453582763672
2021-03-16,216.75904846191406
2021-03-17,218.4611358642578
2021-03-18,211.81259155273438
2021-03-19,213.4112548828125
2021-03-22,211.80316162109375
2021-03-23,204.12020874023438
2021-03-24,199.3994903564453
2021-03-25,204.1272430419922
2021-03-26,207.8487548828125
2021-03-29,201.9979705810547
2021-03-30,205.39915466308594
2021-03-31,208.15965270996094
2021-04-01,210.7976837158203
2021-04-05,211.95654296875
2021-04-06,211.3347625732422
2021-04-07,207.92410278320312
2021-04-08,209.68594360351562
2021-04-09,209.71417236328125
2021-04-12,208.89453125
2021-04-13,208.34808349609375
2021-04-14,210.40200805664062
2021-04-15,211.3158721923828
2021-04-16,211.65505981445312
2021-04-19,208.9039306640625
2021-04-20,204.6265869140625
2021-04-21,209.62940979003906
2021-04-22,208.7626495361328
2021-04-23,212.70083618164062
2021-04-26,214.91488647460938
2021-04-27,215.23524475097656
2021-04-28,215.60264587402344
2021-04-29,214.80184936523438
2021-04-30,211.8811492919922
2021-05-03,212.9175262451172
2021-05-04,210.37371826171875
2021-05-05,209.5352020263672
2021-05-06,209.71417236328125
2021-05-07,212.3522186279297
2021-05-10,206.9536895751953
2021-05-11,206.29420471191406
2021-05-12,199.595458984375
2021-05-13,203.2698516845703
2021-05-14,208.2350311279297
2021-05-17,208.5177001953125
2021-05-18,206.9348602294922
2021-05-19,205.3425750732422
2021-05-20,206.70870971679688
2021-05-21,207.24578857421875
2021-05-24,208.59303283691406
2021-05-25,206.5768585205078
2021-05-26,210.43023681640625
2021-05-27,212.5972137451172
2021-05-28,212.4558563232422
2021-06-01,214.8677978515625
2021-06-02,215.12217712402344
2021-06-03,213.32266235351562
2021-06-04,214.2459716796875
2021-06-07,217.1195068359375
2021-06-08,219.4184112548828
2021-06-09,217.95809936523438
2021-06-10,216.3417510986328
2021-06-11,218.62513732910156
2021-06-14,217.98353576660156
2021-06-15,217.36077880859375
2021-06-16,216.89845275878906
2021-06-17,214.46400451660156
2021-06-18,209.59523010253906
2021-06-21,214.07716369628906
2021-06-22,215.04905700683594
2021-06-23,215.75669860839844
2021-06-24,218.80442810058594
2021-06-25,219.1724395751953
2021-06-28,217.4362335205078
2021-06-29,216.39833068847656
2021-06-30,216.42665100097656
2021-07-01,218.3326416015625
2021-07-02,216.2568359375
2021-07-06,213.1147003173828
2021-07-07,211.1332244873047
2021-07-08,209.18946838378906
2021-07-09,213.60536193847656
2021-07-12,213.78463745117188
2021-07-13,209.75558471679688
2021-07-14,206.51913452148438
2021-07-15,205.34913635253906
2021-07-16,202.8203582763672
2021-07-19,199.78204345703125
2021-07-20,205.9813232421875
2021-07-21,209.5291748046875
2021-07-22,206.19834899902344
2021-07-23,207.16079711914062
2021-07-26,207.7646484375
2021-07-27,205.3396759033203
2021-07-28,208.359130859375
2021-07-29,209.96319580078125
2021-07-30,208.57615661621094
2021-08-02,207.53819274902344
2021-08-03,208.3968505859375
2021-08-04,205.8020477294922
2021-08-05,209.50083923339844
2021-08-06,210.78411865234375
2021-08-09,209.62353515625
2021-08-10,210.03866577148438
2021-08-11,211.06715393066406
2021-08-12,210.56707763671875
2021-08-13,208.6516571044922
2021-08-16,206.70787048339844
2021-08-17,204.1885223388672
2021-08-18,202.40521240234375
2021-08-19,199.980224609375
2021-08-20,203.3582000732422
2021-08-23,207.22686767578125
2021-08-24,209.26495361328125
2021-08-25,210.0009307861328
2021-08-26,207.77413940429688
2021-08-27,213.63365173339844
2021-08-30,212.75613403320312
2021-08-31,213.17135620117188
2021-09-01,214.60557556152344
2021-09-02,216.09637451171875
2021-09-03,215.09620666503906
2021-09-07,213.61480712890625
2021-09-08,211.2841796875
2021-09-09,211.18040466308594
2021-09-10,209.11399841308594
2021-09-13,210.30288696289062
2021-09-14,207.62315368652344
2021-09-15,209.50083923339844
2021-09-16,209.65184020996094
2021-09-17,209.92547607421875
2021-09-20,204.93399047851562
2021-09-21,205.24533081054688
2021-09-22,208.43458557128906
2021-09-23,212.12399291992188
2021-09-24,211.10089111328125
2021-09-27,214.3092498779297
2021-09-28,209.43515014648438
2021-09-29,208.9903564453125
2021-09-30,207.03121948242188
2021-10-01,210.37213134765625
2021-10-04,208.46034240722656
2021-10-05,209.1796112060547
2021-10-06,208.0912322998047
2021-10-07,211.2996063232422
2021-10-08,209.70962524414062
2021-10-11,208.50767517089844
2021-10-12,209.65286254882812
2021-10-13,210.64659118652344
2021-10-14,213.7698211669922
2021-10-15,213.0978240966797
2021-10-18,212.97482299804688
2021-10-19,213.7698211669922
2021-10-20,215.18943786621094
2021-10-21,215.73838806152344
2021-10-22,215.227294921875
2021-10-25,217.27163696289062
2021-10-26,215.63424682617188
2021-10-27,211.66876220703125
2021-10-28,215.8898162841797
2021-10-29,215.83303833007812
2021-11-01,221.42645263671875
2021-11-02,221.89016723632812
2021-11-03,225.85569763183594
2021-11-04,225.7705535888672
2021-11-05,228.85586547851562
2021-11-08,229.56570434570312
2021-11-09,228.23123168945312
2021-11-10,224.6348114013672
2021-11-11,226.44248962402344
2021-11-12,226.6696014404297
2021-11-15,225.7705535888672
2021-11-16,226.1869659423828
2021-11-17,223.22462463378906
2021-11-18,222.27821350097656
2021-11-19,220.2528533935547
2021-11-22,219.3158416748047
2021-11-23,218.93736267089844
2021-11-24,219.17393493652344
2021-11-26,210.91160583496094
2021-11-29,210.77911376953125
2021-11-30,206.48231506347656
2021-12-01,201.83534240722656
2021-12-02,207.46661376953125
2021-12-03,203.2076873779297
2021-12-06,207.28675842285156
2021-12-07,212.09463500976562
2021-12-08,213.5426788330078
2021-12-09,208.70643615722656
2021-12-10,208.12908935546875
2021-12-13,205.0875244140625
2021-12-14,203.32179260253906
2021-12-15,206.5494384765625
2021-12-16,202.37249755859375
